Img Target XMax XMin YMax YMin
143.0 2050.0 689.0 558.0 440.0 303.0
143.0 2051.0 748.0 617.0 353.0 216.0
143.0 2056.0 284.0 153.0 597.0 460.0
143.0 2059.0 701.0 570.0 561.0 424.0
143.0 2060.0 354.0 223.0 380.0 243.0
143.0 2068.0 212.0 81.0 396.0 259.0
143.0 2069.0 265.0 134.0 275.0 138.0
143.0 2079.0 526.0 395.0 617.0 480.0
143.0 2083.0 285.0 154.0 222.0 85.0
143.0 2089.0 249.0 118.0 189.0 52.0
143.0 2096.0 391.0 260.0 533.0 396.0
143.0 2103.0 245.0 114.0 418.0 281.0
143.0 2105.0 347.0 216.0 696.0 559.0
143.0 2108.0 195.0 64.0 654.0 517.0
143.0 2122.0 983.0 852.0 610.0 473.0
143.0 2138.0 919.0 788.0 430.0 293.0
143.0 2144.0 506.0 375.0 311.0 174.0
143.0 2145.0 774.0 643.0 241.0 104.0
143.0 2147.0 875.0 744.0 148.0 11.0
143.0 2149.0 585.0 454.0 554.0 417.0
143.0 2155.0 845.0 714.0 535.0 398.0
143.0 2163.0 1071.0 940.0 575.0 438.0
143.0 2182.0 173.0 42.0 531.0 394.0
143.0 2191.0 485.0 354.0 274.0 137.0
143.0 2200.0 916.0 785.0 426.0 289.0
143.0 2217.0 26992.0 26861.0 6391.0 6254.0
143.0 2223.0 759.0 628.0 357.0 220.0
143.0 2233.0 613.0 482.0 601.0 464.0
143.0 2249.0 681.0 550.0 496.0 359.0
143.0 2260.0 184.0 53.0 428.0 291.0
143.0 2265.0 1895.0 1764.0 1140.0 1003.0
143.0 2272.0 330.0 199.0 382.0 245.0
143.0 2301.0 221.0 90.0 217.0 80.0
143.0 2305.0 966.0 835.0 372.0 235.0
143.0 2308.0 502.0 371.0 290.0 153.0
143.0 2345.0 900.0 769.0 512.0 375.0
143.0 2371.0 817.0 686.0 381.0 244.0
143.0 2373.0 243.0 112.0 661.0 524.0
143.0 2376.0 705.0 574.0 582.0 445.0
143.0 2378.0 866.0 735.0 445.0 308.0
143.0 2389.0 739.0 608.0 619.0 482.0
143.0 2402.0 771.0 640.0 356.0 219.0
143.0 2408.0 319.0 188.0 437.0 300.0
143.0 2421.0 159.0 28.0 711.0 574.0
143.0 2434.0 785.0 654.0 221.0 84.0
143.0 2443.0 921.0 790.0 312.0 175.0
143.0 2444.0 785.0 654.0 683.0 546.0
143.0 2446.0 413.0 282.0 591.0 454.0
143.0 2453.0 655.0 524.0 383.0 246.0
143.0 2455.0 136.0 5.0 611.0 474.0
143.0 2481.0 264.0 133.0 448.0 311.0
143.0 2487.0 684.0 553.0 484.0 347.0
143.0 2488.0 410.0 279.0 754.0 617.0
143.0 2490.0 800.0 669.0 208.0 71.0
143.0 2494.0 451.0 320.0 247.0 110.0
143.0 2498.0 956.0 825.0 596.0 459.0
143.0 2499.0 875.0 744.0 754.0 617.0
143.0 2504.0 363.0 232.0 492.0 355.0
143.0 2511.0 912.0 781.0 450.0 313.0
143.0 2512.0 349.0 218.0 180.0 43.0
143.0 2525.0 223.0 92.0 348.0 211.0
143.0 2529.0 514.0 383.0 600.0 463.0
143.0 2534.0 455.0 324.0 165.0 28.0
143.0 2535.0 264.0 133.0 796.0 659.0
143.0 2539.0 940.0 809.0 447.0 310.0
143.0 2543.0 346.0 215.0 655.0 518.0
143.0 2557.0 581.0 450.0 400.0 263.0
143.0 2558.0 231.0 100.0 382.0 245.0
143.0 2583.0 895.0 764.0 282.0 145.0
143.0 2589.0 218.0 87.0 195.0 58.0
143.0 2607.0 257.0 126.0 463.0 326.0
143.0 2615.0 897.0 766.0 587.0 450.0
143.0 2616.0 946.0 815.0 675.0 538.0
143.0 2618.0 431.0 300.0 557.0 420.0
143.0 2626.0 364.0 233.0 212.0 75.0
143.0 2627.0 359.0 228.0 696.0 559.0
143.0 2634.0 657.0 526.0 743.0 606.0
143.0 2636.0 160.0 29.0 463.0 326.0
143.0 2638.0 950.0 819.0 383.0 246.0
143.0 2645.0 898.0 767.0 498.0 361.0
143.0 2647.0 785.0 654.0 523.0 386.0
143.0 2649.0 702.0 571.0 631.0 494.0
143.0 2651.0 465.0 334.0 268.0 131.0
143.0 2679.0 571.0 440.0 397.0 260.0
143.0 2680.0 1046.0 915.0 469.0 332.0
143.0 2682.0 441.0 310.0 250.0 113.0
143.0 2684.0 320.0 189.0 310.0 173.0
143.0 2695.0 440.0 309.0 543.0 406.0
143.0 2712.0 613.0 482.0 180.0 43.0
143.0 2724.0 429.0 298.0 458.0 321.0
143.0 2730.0 178.0 47.0 336.0 199.0
143.0 2746.0 596.0 465.0 727.0 590.0
143.0 2770.0 395.0 264.0 352.0 215.0
143.0 2771.0 479.0 348.0 739.0 602.0
143.0 2782.0 505.0 374.0 601.0 464.0
143.0 2788.0 918.0 787.0 551.0 414.0
143.0 2791.0 334.0 203.0 356.0 219.0
143.0 2802.0 467.0 336.0 489.0 352.0
143.0 2805.0 750.0 619.0 258.0 121.0
143.0 2807.0 488.0 357.0 276.0 139.0
143.0 2810.0 636.0 505.0 349.0 212.0
143.0 2832.0 270.0 139.0 322.0 185.0
143.0 2837.0 391.0 260.0 615.0 478.0
143.0 2838.0 810.0 679.0 425.0 288.0
143.0 2843.0 669.0 538.0 524.0 387.0
143.0 2912.0 366.0 235.0 653.0 516.0
143.0 2931.0 881.0 750.0 427.0 290.0
143.0 2946.0 612.0 481.0 698.0 561.0
143.0 2951.0 399.0 268.0 187.0 50.0
143.0 2952.0 413.0 282.0 503.0 366.0
143.0 2962.0 713.0 582.0 684.0 547.0
143.0 2980.0 371.0 240.0 531.0 394.0
143.0 3001.0 716.0 585.0 709.0 572.0
143.0 3008.0 442.0 311.0 663.0 526.0
143.0 3009.0 713.0 582.0 389.0 252.0
143.0 3028.0 325.0 194.0 457.0 320.0
143.0 3032.0 583.0 452.0 515.0 378.0
143.0 3033.0 387.0 256.0 760.0 623.0
143.0 3046.0 231.0 100.0 228.0 91.0
143.0 3056.0 269.0 138.0 541.0 404.0
143.0 3058.0 800.0 669.0 256.0 119.0
143.0 3063.0 458.0 327.0 575.0 438.0
143.0 3101.0 188.0 57.0 585.0 448.0
143.0 3106.0 248.0 117.0 605.0 468.0
143.0 3123.0 379.0 248.0 526.0 389.0
143.0 3125.0 642.0 511.0 527.0 390.0
143.0 3137.0 706.0 575.0 510.0 373.0
143.0 3145.0 839.0 708.0 446.0 309.0
144.0 40.0 503.0 373.0 293.0 155.0
144.0 56.0 291.0 161.0 260.0 122.0
144.0 63.0 231.0 101.0 1214.0 1076.0
144.0 92.0 282.0 152.0 293.0 155.0
144.0 109.0 291.0 161.0 316.0 178.0
144.0 119.0 682.0 552.0 259.0 121.0
144.0 165.0 596.0 466.0 230.0 92.0
144.0 191.0 410.0 280.0 526.0 388.0
144.0 213.0 650.0 520.0 555.0 417.0
144.0 225.0 234.0 104.0 1298.0 1160.0
144.0 228.0 740.0 610.0 287.0 149.0
144.0 246.0 613.0 483.0 210.0 72.0
144.0 262.0 816.0 686.0 404.0 266.0
144.0 290.0 924.0 794.0 152.0 14.0
144.0 292.0 672.0 542.0 500.0 362.0
144.0 449.0 276.0 146.0 454.0 316.0
144.0 454.0 575.0 445.0 492.0 354.0
144.0 466.0 381.0 251.0 290.0 152.0
144.0 510.0 322.0 192.0 674.0 536.0
144.0 544.0 279.0 149.0 210.0 72.0
144.0 572.0 503.0 373.0 507.0 369.0
144.0 793.0 401.0 271.0 354.0 216.0
144.0 802.0 295.0 165.0 204.0 66.0
144.0 851.0 557.0 427.0 644.0 506.0
144.0 941.0 490.0 360.0 259.0 121.0
144.0 1035.0 529.0 399.0 483.0 345.0
144.0 1139.0 271.0 141.0 253.0 115.0
144.0 1220.0 564.0 434.0 584.0 446.0
144.0 1292.0 233.0 103.0 567.0 429.0
144.0 1360.0 861.0 731.0 559.0 421.0
144.0 1517.0 469.0 339.0 275.0 137.0
144.0 1529.0 990.0 860.0 740.0 602.0
144.0 1642.0 908.0 778.0 588.0 450.0
144.0 1649.0 478.0 348.0 224.0 86.0
144.0 1669.0 506.0 376.0 166.0 28.0
144.0 1707.0 573.0 443.0 232.0 94.0
144.0 1714.0 367.0 237.0 375.0 237.0
144.0 1773.0 523.0 393.0 687.0 549.0
144.0 1881.0 737.0 607.0 290.0 152.0
144.0 1905.0 769.0 639.0 735.0 597.0
144.0 1912.0 707.0 577.0 428.0 290.0
144.0 1924.0 722.0 592.0 585.0 447.0
144.0 2198.0 730.0 600.0 374.0 236.0
144.0 2199.0 732.0 602.0 731.0 593.0
144.0 2255.0 930.0 800.0 765.0 627.0
144.0 2260.0 572.0 442.0 289.0 151.0
144.0 2273.0 224.0 94.0 396.0 258.0
144.0 2389.0 503.0 373.0 605.0 467.0
144.0 2444.0 570.0 440.0 314.0 176.0
144.0 2481.0 279.0 149.0 493.0 355.0
144.0 2498.0 130.0 0.0 201.0 63.0
144.0 2649.0 908.0 778.0 589.0 451.0
144.0 2712.0 307.0 177.0 536.0 398.0
144.0 2730.0 620.0 490.0 494.0 356.0
144.0 2838.0 811.0 681.0 425.0 287.0
144.0 2946.0 612.0 482.0 698.0 560.0
144.0 2957.0 151.0 21.0 200.0 62.0
144.0 3008.0 341.0 211.0 651.0 513.0
144.0 3022.0 1088.0 958.0 257.0 119.0
144.0 3044.0 788.0 658.0 493.0 355.0
144.0 3101.0 440.0 310.0 563.0 425.0
148.0 704.0 677.0 512.0 391.0 307.0
148.0 1284.0 312.0 147.0 307.0 223.0
148.0 1292.0 671.0 506.0 131.0 47.0
148.0 1642.0 895.0 730.0 479.0 395.0
148.0 2487.0 336.0 171.0 521.0 437.0
149.0 1284.0 312.0 151.0 302.0 221.0
150.0 348.0 826.0 663.0 293.0 208.0
150.0 1220.0 594.0 431.0 535.0 450.0
150.0 1284.0 281.0 118.0 294.0 209.0
150.0 3008.0 371.0 208.0 602.0 517.0
152.0 105.0 586.0 450.0 522.0 378.0
152.0 275.0 793.0 657.0 325.0 181.0
152.0 292.0 857.0 721.0 579.0 435.0
152.0 449.0 617.0 481.0 176.0 32.0
152.0 454.0 585.0 449.0 499.0 355.0
152.0 515.0 611.0 475.0 266.0 122.0
152.0 806.0 880.0 744.0 703.0 559.0
152.0 807.0 496.0 360.0 177.0 33.0
152.0 1615.0 576.0 440.0 650.0 506.0
152.0 1653.0 564.0 428.0 599.0 455.0
152.0 1662.0 629.0 493.0 193.0 49.0
152.0 1762.0 1180.0 1044.0 205.0 61.0
152.0 2046.0 1783.0 1647.0 505.0 361.0
152.0 2193.0 987.0 851.0 195.0 51.0
157.0 1225.0 734.0 626.0 366.0 244.0
161.0 125.0 321.0 238.0 322.0 133.0
161.0 807.0 149.0 66.0 254.0 65.0
161.0 953.0 582.0 499.0 602.0 413.0
161.0 1206.0 688.0 605.0 520.0 331.0
161.0 2112.0 122.0 39.0 552.0 363.0
162.0 40.0 264.0 181.0 495.0 315.0
162.0 142.0 197.0 114.0 454.0 274.0
162.0 233.0 691.0 608.0 192.0 12.0
162.0 259.0 422.0 339.0 314.0 134.0
162.0 332.0 779.0 696.0 480.0 300.0
162.0 440.0 762.0 679.0 491.0 311.0
162.0 807.0 149.0 66.0 245.0 65.0
162.0 884.0 101.0 18.0 731.0 551.0
162.0 917.0 571.0 488.0 376.0 196.0
162.0 953.0 940.0 857.0 662.0 482.0
162.0 1139.0 310.0 227.0 570.0 390.0
162.0 1224.0 390.0 307.0 760.0 580.0
162.0 1428.0 749.0 666.0 682.0 502.0
162.0 1500.0 925.0 842.0 784.0 604.0
162.0 1516.0 673.0 590.0 635.0 455.0
162.0 1572.0 920.0 837.0 409.0 229.0
162.0 1817.0 509.0 426.0 581.0 401.0
162.0 1831.0 411.0 328.0 816.0 636.0
162.0 1955.0 769.0 686.0 483.0 303.0
162.0 2047.0 114.0 31.0 429.0 249.0
162.0 2112.0 92.0 9.0 569.0 389.0
162.0 2175.0 502.0 419.0 372.0 192.0
162.0 2180.0 588.0 505.0 348.0 168.0
162.0 2389.0 476.0 393.0 552.0 372.0
162.0 2522.0 635.0 552.0 217.0 37.0
162.0 2680.0 346.0 263.0 1015.0 835.0
162.0 2943.0 703.0 620.0 245.0 65.0
162.0 2945.0 2081.0 1998.0 1084.0 904.0
162.0 3007.0 1524.0 1441.0 766.0 586.0
162.0 3008.0 316.0 233.0 717.0 537.0
162.0 3044.0 714.0 631.0 512.0 332.0
163.0 5.0 445.0 189.0 455.0 328.0
163.0 13.0 271.0 15.0 802.0 675.0
163.0 25.0 432.0 176.0 313.0 186.0
163.0 37.0 425.0 169.0 544.0 417.0
163.0 38.0 918.0 662.0 142.0 15.0
163.0 40.0 543.0 287.0 331.0 204.0
163.0 41.0 1084.0 828.0 725.0 598.0
163.0 42.0 417.0 161.0 677.0 550.0
163.0 43.0 268.0 12.0 498.0 371.0
163.0 49.0 270.0 14.0 966.0 839.0
163.0 55.0 899.0 643.0 422.0 295.0
163.0 56.0 993.0 737.0 177.0 50.0
163.0 57.0 888.0 632.0 533.0 406.0
163.0 58.0 841.0 585.0 539.0 412.0
163.0 61.0 338.0 82.0 397.0 270.0
163.0 63.0 559.0 303.0 655.0 528.0
163.0 65.0 314.0 58.0 226.0 99.0
163.0 66.0 711.0 455.0 337.0 210.0
163.0 67.0 626.0 370.0 523.0 396.0
163.0 69.0 5163.0 4907.0 6478.0 6351.0
163.0 70.0 293.0 37.0 349.0 222.0
163.0 73.0 830.0 574.0 447.0 320.0
163.0 74.0 716.0 460.0 349.0 222.0
163.0 78.0 395.0 139.0 224.0 97.0
163.0 79.0 743.0 487.0 598.0 471.0
163.0 87.0 467.0 211.0 469.0 342.0
163.0 91.0 523.0 267.0 339.0 212.0
163.0 92.0 917.0 661.0 371.0 244.0
163.0 93.0 1074.0 818.0 430.0 303.0
163.0 94.0 811.0 555.0 357.0 230.0
163.0 101.0 404.0 148.0 305.0 178.0
163.0 107.0 319.0 63.0 580.0 453.0
163.0 109.0 1010.0 754.0 305.0 178.0
163.0 111.0 1041.0 785.0 319.0 192.0
163.0 112.0 1413.0 1157.0 251.0 124.0
163.0 113.0 510.0 254.0 324.0 197.0
163.0 114.0 820.0 564.0 169.0 42.0
163.0 116.0 875.0 619.0 180.0 53.0
163.0 117.0 981.0 725.0 337.0 210.0
163.0 118.0 791.0 535.0 535.0 408.0
163.0 121.0 534.0 278.0 649.0 522.0
163.0 122.0 504.0 248.0 130.0 3.0
163.0 123.0 845.0 589.0 442.0 315.0
163.0 124.0 1783.0 1527.0 1576.0 1449.0
163.0 126.0 1285.0 1029.0 620.0 493.0
163.0 127.0 407.0 151.0 157.0 30.0
163.0 128.0 781.0 525.0 378.0 251.0
163.0 129.0 490.0 234.0 550.0 423.0
163.0 132.0 265.0 9.0 240.0 113.0
163.0 133.0 490.0 234.0 668.0 541.0
163.0 134.0 493.0 237.0 433.0 306.0
163.0 137.0 822.0 566.0 175.0 48.0
163.0 140.0 347.0 91.0 168.0 41.0
163.0 145.0 452.0 196.0 898.0 771.0
163.0 146.0 434.0 178.0 198.0 71.0
163.0 147.0 900.0 644.0 214.0 87.0
163.0 148.0 398.0 142.0 270.0 143.0
163.0 150.0 1802.0 1546.0 374.0 247.0
163.0 151.0 676.0 420.0 515.0 388.0
163.0 152.0 289.0 33.0 196.0 69.0
163.0 153.0 346.0 90.0 616.0 489.0
163.0 156.0 454.0 198.0 168.0 41.0
163.0 157.0 467.0 211.0 405.0 278.0
163.0 162.0 646.0 390.0 268.0 141.0
163.0 163.0 982.0 726.0 357.0 230.0
163.0 165.0 485.0 229.0 547.0 420.0
163.0 167.0 814.0 558.0 657.0 530.0
163.0 168.0 658.0 402.0 546.0 419.0
163.0 169.0 423.0 167.0 523.0 396.0
163.0 170.0 1193.0 937.0 427.0 300.0
163.0 176.0 307.0 51.0 423.0 296.0
163.0 177.0 926.0 670.0 623.0 496.0
163.0 179.0 796.0 540.0 138.0 11.0
163.0 182.0 760.0 504.0 366.0 239.0
163.0 183.0 804.0 548.0 366.0 239.0
163.0 191.0 639.0 383.0 530.0 403.0
163.0 193.0 853.0 597.0 423.0 296.0
163.0 194.0 650.0 394.0 193.0 66.0
163.0 198.0 340.0 84.0 256.0 129.0
163.0 199.0 557.0 301.0 162.0 35.0
163.0 200.0 519.0 263.0 267.0 140.0
163.0 201.0 297.0 41.0 349.0 222.0
163.0 205.0 938.0 682.0 658.0 531.0
163.0 207.0 769.0 513.0 289.0 162.0
163.0 208.0 803.0 547.0 624.0 497.0
163.0 209.0 944.0 688.0 1097.0 970.0
163.0 212.0 504.0 248.0 617.0 490.0
163.0 213.0 265.0 9.0 576.0 449.0
163.0 216.0 356.0 100.0 343.0 216.0
163.0 217.0 631.0 375.0 239.0 112.0
163.0 218.0 381.0 125.0 446.0 319.0
163.0 221.0 720.0 464.0 455.0 328.0
163.0 222.0 1142.0 886.0 461.0 334.0
163.0 223.0 297.0 41.0 243.0 116.0
163.0 225.0 948.0 692.0 166.0 39.0
163.0 226.0 419.0 163.0 673.0 546.0
163.0 227.0 415.0 159.0 157.0 30.0
163.0 228.0 888.0 632.0 337.0 210.0
163.0 231.0 13812.0 13556.0 2841.0 2714.0
163.0 232.0 2207.0 1951.0 3168.0 3041.0
163.0 235.0 925.0 669.0 183.0 56.0
163.0 237.0 2615.0 2359.0 2336.0 2209.0
163.0 238.0 270.0 14.0 408.0 281.0
163.0 239.0 1241.0 985.0 244.0 117.0
163.0 243.0 476.0 220.0 243.0 116.0
163.0 244.0 259.0 3.0 441.0 314.0
163.0 245.0 892.0 636.0 531.0 404.0
163.0 246.0 435.0 179.0 213.0 86.0
163.0 248.0 634.0 378.0 134.0 7.0
163.0 249.0 643.0 387.0 220.0 93.0
163.0 251.0 298.0 42.0 295.0 168.0
163.0 252.0 594.0 338.0 448.0 321.0
163.0 253.0 623.0 367.0 186.0 59.0
163.0 261.0 643.0 387.0 333.0 206.0
163.0 262.0 594.0 338.0 528.0 401.0
163.0 267.0 293.0 37.0 564.0 437.0
163.0 271.0 395.0 139.0 606.0 479.0
163.0 286.0 504.0 248.0 528.0 401.0
163.0 289.0 847.0 591.0 590.0 463.0
163.0 290.0 1051.0 795.0 206.0 79.0
163.0 291.0 833.0 577.0 402.0 275.0
163.0 292.0 894.0 638.0 518.0 391.0
163.0 293.0 513.0 257.0 355.0 228.0
163.0 294.0 938.0 682.0 688.0 561.0
163.0 298.0 583.0 327.0 563.0 436.0
163.0 300.0 350.0 94.0 448.0 321.0
163.0 303.0 417.0 161.0 143.0 16.0
163.0 304.0 933.0 677.0 373.0 246.0
163.0 308.0 735.0 479.0 520.0 393.0
163.0 313.0 681.0 425.0 639.0 512.0
163.0 314.0 645.0 389.0 616.0 489.0
163.0 315.0 464.0 208.0 303.0 176.0
163.0 319.0 729.0 473.0 237.0 110.0
163.0 321.0 338.0 82.0 438.0 311.0
163.0 324.0 388.0 132.0 486.0 359.0
163.0 325.0 568.0 312.0 253.0 126.0
163.0 326.0 685.0 429.0 585.0 458.0
163.0 328.0 612.0 356.0 653.0 526.0
163.0 330.0 805.0 549.0 425.0 298.0
163.0 332.0 898.0 642.0 602.0 475.0
163.0 335.0 913.0 657.0 522.0 395.0
163.0 336.0 791.0 535.0 204.0 77.0
163.0 337.0 551.0 295.0 407.0 280.0
163.0 339.0 906.0 650.0 490.0 363.0
163.0 344.0 608.0 352.0 654.0 527.0
163.0 345.0 835.0 579.0 452.0 325.0
163.0 347.0 262.0 6.0 330.0 203.0
163.0 348.0 916.0 660.0 334.0 207.0
163.0 349.0 594.0 338.0 483.0 356.0
163.0 351.0 592.0 336.0 406.0 279.0
163.0 354.0 651.0 395.0 162.0 35.0
163.0 355.0 795.0 539.0 345.0 218.0
163.0 356.0 854.0 598.0 342.0 215.0
163.0 357.0 934.0 678.0 173.0 46.0
163.0 360.0 551.0 295.0 437.0 310.0
163.0 361.0 398.0 142.0 407.0 280.0
163.0 366.0 807.0 551.0 616.0 489.0
163.0 367.0 265.0 9.0 183.0 56.0
163.0 370.0 541.0 285.0 399.0 272.0
163.0 373.0 3893.0 3637.0 6207.0 6080.0
163.0 377.0 480.0 224.0 279.0 152.0
163.0 378.0 504.0 248.0 537.0 410.0
163.0 379.0 783.0 527.0 783.0 656.0
163.0 386.0 2550.0 2294.0 3217.0 3090.0
163.0 387.0 811.0 555.0 215.0 88.0
163.0 388.0 281.0 25.0 417.0 290.0
163.0 389.0 705.0 449.0 180.0 53.0
163.0 390.0 369.0 113.0 389.0 262.0
163.0 397.0 782.0 526.0 182.0 55.0
163.0 400.0 600.0 344.0 685.0 558.0
163.0 401.0 810.0 554.0 278.0 151.0
163.0 403.0 761.0 505.0 469.0 342.0
163.0 406.0 406.0 150.0 304.0 177.0
163.0 407.0 318.0 62.0 501.0 374.0
163.0 412.0 691.0 435.0 157.0 30.0
163.0 416.0 698.0 442.0 329.0 202.0
163.0 421.0 675.0 419.0 127.0 0.0
163.0 427.0 510.0 254.0 595.0 468.0
163.0 432.0 362.0 106.0 326.0 199.0
163.0 436.0 681.0 425.0 267.0 140.0
163.0 438.0 525.0 269.0 629.0 502.0
163.0 441.0 813.0 557.0 459.0 332.0
163.0 443.0 741.0 485.0 151.0 24.0
163.0 444.0 855.0 599.0 471.0 344.0
163.0 446.0 798.0 542.0 181.0 54.0
163.0 449.0 750.0 494.0 158.0 31.0
163.0 454.0 728.0 472.0 484.0 357.0
163.0 455.0 642.0 386.0 256.0 129.0
163.0 457.0 856.0 600.0 176.0 49.0
163.0 458.0 288.0 32.0 139.0 12.0
163.0 459.0 310.0 54.0 615.0 488.0
163.0 462.0 570.0 314.0 461.0 334.0
163.0 466.0 2836.0 2580.0 1483.0 1356.0
163.0 468.0 350.0 94.0 632.0 505.0
163.0 470.0 497.0 241.0 519.0 392.0
163.0 474.0 279.0 23.0 299.0 172.0
163.0 482.0 318.0 62.0 470.0 343.0
163.0 484.0 678.0 422.0 444.0 317.0
163.0 492.0 702.0 446.0 486.0 359.0
163.0 497.0 556.0 300.0 554.0 427.0
163.0 505.0 1898.0 1642.0 1095.0 968.0
163.0 508.0 507.0 251.0 230.0 103.0
163.0 510.0 4469.0 4213.0 1816.0 1689.0
163.0 515.0 877.0 621.0 235.0 108.0
163.0 517.0 669.0 413.0 194.0 67.0
163.0 520.0 983.0 727.0 695.0 568.0
163.0 522.0 901.0 645.0 649.0 522.0
163.0 525.0 603.0 347.0 370.0 243.0
163.0 529.0 552.0 296.0 624.0 497.0
163.0 530.0 463.0 207.0 466.0 339.0
163.0 532.0 457.0 201.0 630.0 503.0
163.0 535.0 633.0 377.0 197.0 70.0
163.0 537.0 386.0 130.0 522.0 395.0
163.0 542.0 623.0 367.0 429.0 302.0
163.0 544.0 325.0 69.0 138.0 11.0
163.0 546.0 832.0 576.0 680.0 553.0
163.0 547.0 908.0 652.0 449.0 322.0
163.0 550.0 39806.0 39550.0 3300.0 3173.0
163.0 552.0 263.0 7.0 288.0 161.0
163.0 554.0 556.0 300.0 178.0 51.0
163.0 555.0 342.0 86.0 285.0 158.0
163.0 558.0 801.0 545.0 551.0 424.0
163.0 559.0 364.0 108.0 555.0 428.0
163.0 560.0 840.0 584.0 224.0 97.0
163.0 561.0 279.0 23.0 589.0 462.0
163.0 562.0 638.0 382.0 601.0 474.0
163.0 566.0 565.0 309.0 374.0 247.0
163.0 568.0 963.0 707.0 675.0 548.0
163.0 570.0 727.0 471.0 193.0 66.0
163.0 571.0 514.0 258.0 394.0 267.0
163.0 572.0 552.0 296.0 477.0 350.0
163.0 573.0 518.0 262.0 562.0 435.0
163.0 574.0 899.0 643.0 416.0 289.0
163.0 575.0 569.0 313.0 514.0 387.0
163.0 576.0 822.0 566.0 386.0 259.0
163.0 577.0 1037.0 781.0 451.0 324.0
163.0 585.0 3145.0 2889.0 1488.0 1361.0
163.0 588.0 640.0 384.0 142.0 15.0
163.0 589.0 966.0 710.0 676.0 549.0
163.0 590.0 528.0 272.0 2067.0 1940.0
163.0 591.0 636.0 380.0 290.0 163.0
163.0 592.0 571.0 315.0 283.0 156.0
163.0 594.0 379.0 123.0 615.0 488.0
163.0 595.0 998.0 742.0 753.0 626.0
163.0 597.0 784.0 528.0 428.0 301.0
163.0 598.0 510.0 254.0 417.0 290.0
163.0 600.0 425.0 169.0 172.0 45.0
163.0 605.0 518.0 262.0 452.0 325.0
163.0 607.0 711.0 455.0 466.0 339.0
163.0 608.0 426.0 170.0 408.0 281.0
163.0 609.0 625.0 369.0 639.0 512.0
163.0 611.0 889.0 633.0 201.0 74.0
163.0 613.0 368.0 112.0 227.0 100.0
163.0 616.0 383.0 127.0 144.0 17.0
163.0 617.0 767.0 511.0 135.0 8.0
163.0 620.0 348.0 92.0 564.0 437.0
163.0 623.0 803.0 547.0 353.0 226.0
163.0 624.0 360.0 104.0 398.0 271.0
163.0 627.0 492.0 236.0 517.0 390.0
163.0 628.0 626.0 370.0 515.0 388.0
163.0 630.0 1000.0 744.0 386.0 259.0
163.0 631.0 551.0 295.0 645.0 518.0
163.0 632.0 731.0 475.0 150.0 23.0
163.0 633.0 517.0 261.0 423.0 296.0
163.0 634.0 416.0 160.0 416.0 289.0
163.0 637.0 291.0 35.0 454.0 327.0
163.0 646.0 499.0 243.0 348.0 221.0
163.0 649.0 886.0 630.0 284.0 157.0
163.0 651.0 784.0 528.0 543.0 416.0
163.0 652.0 366.0 110.0 467.0 340.0
163.0 653.0 555.0 299.0 460.0 333.0
163.0 655.0 471.0 215.0 466.0 339.0
163.0 656.0 393.0 137.0 600.0 473.0
163.0 658.0 466.0 210.0 514.0 387.0
163.0 659.0 809.0 553.0 140.0 13.0
163.0 660.0 884.0 628.0 156.0 29.0
163.0 661.0 635.0 379.0 192.0 65.0
163.0 662.0 816.0 560.0 662.0 535.0
163.0 664.0 765.0 509.0 315.0 188.0
163.0 667.0 309.0 53.0 653.0 526.0
163.0 668.0 412.0 156.0 453.0 326.0
163.0 671.0 763.0 507.0 419.0 292.0
163.0 672.0 384.0 128.0 484.0 357.0
163.0 674.0 641.0 385.0 176.0 49.0
163.0 676.0 549.0 293.0 175.0 48.0
163.0 680.0 918.0 662.0 324.0 197.0
163.0 681.0 894.0 638.0 422.0 295.0
163.0 682.0 421.0 165.0 143.0 16.0
163.0 683.0 936.0 680.0 427.0 300.0
163.0 685.0 1065.0 809.0 434.0 307.0
163.0 687.0 500.0 244.0 429.0 302.0
163.0 689.0 636.0 380.0 669.0 542.0
163.0 690.0 617.0 361.0 506.0 379.0
163.0 691.0 915.0 659.0 316.0 189.0
163.0 693.0 859.0 603.0 347.0 220.0
163.0 694.0 358.0 102.0 462.0 335.0
163.0 696.0 462.0 206.0 594.0 467.0
163.0 700.0 1211.0 955.0 449.0 322.0
163.0 703.0 346.0 90.0 260.0 133.0
163.0 704.0 301.0 45.0 314.0 187.0
163.0 707.0 578.0 322.0 418.0 291.0
163.0 717.0 690.0 434.0 403.0 276.0
163.0 718.0 767.0 511.0 614.0 487.0
163.0 719.0 746.0 490.0 1128.0 1001.0
163.0 721.0 396.0 140.0 372.0 245.0
163.0 722.0 475.0 219.0 389.0 262.0
163.0 724.0 692.0 436.0 375.0 248.0
163.0 733.0 281.0 25.0 633.0 506.0
163.0 736.0 567.0 311.0 224.0 97.0
163.0 740.0 318.0 62.0 134.0 7.0
163.0 744.0 590.0 334.0 134.0 7.0
163.0 746.0 408.0 152.0 285.0 158.0
163.0 748.0 463.0 207.0 403.0 276.0
163.0 749.0 487.0 231.0 451.0 324.0
163.0 750.0 638.0 382.0 437.0 310.0
163.0 754.0 371.0 115.0 183.0 56.0
163.0 755.0 348.0 92.0 233.0 106.0
163.0 759.0 903.0 647.0 235.0 108.0
163.0 760.0 582.0 326.0 408.0 281.0
163.0 761.0 572.0 316.0 593.0 466.0
