Img	TargetXMin	YMin	XMax	YMax	
163	2649	732	463	988	590
163	2651	281	144	537	271
163	2655	634	176	890	303
163	2656	446	259	702	386
163	2659	852	545	1108	672
163	2667	693	188	949	315
163	2668	415	130	671	257
163	2677	511	4171	767	4298
163	2678	151	426	407	553
163	2679	142	475	398	602
163	2680	837	121	1093	248
163	2681	384	257	640	384
163	2685	326	39	582	166
163	2690	359	167	615	294
163	2695	746	541	1002	668
163	2706	76	108	332	235
163	2712	625	17	881	144
163	2714	656	391	912	518
163	2721	376	360	632	487
163	2725	401	329	657	456
163	2730	240	632	496	759
163	2731	4767	1947	5023	2074
163	2736	561	120	817	247
163	2743	236	223	492	350
163	2744	599	614	855	741
163	2748	627	498	883	625
163	2752	733	521	989	648
163	2755	520	596	776	723
163	2756	394	88	650	215
163	2757	717	246	973	373
163	2761	113	378	369	505
163	2763	387	644	643	771
163	2764	381	101	637	228
163	2765	44	242	300	369
163	2767	2279	219	2535	346
163	2768	516	203	772	330
163	2771	702	60	958	187
163	2772	392	507	648	634
163	2780	291	242	547	369
163	2781	838	375	1094	502
163	2782	142	44	398	171
163	2783	681	471	937	598
163	2784	275	44	531	171
163	2786	671	569	927	696
163	2787	112	174	368	301
163	2788	589	294	845	421
163	2791	146	269	402	396
163	2793	120	238	376	365
163	2797	911	451	1167	578
163	2801	297	271	553	398
163	2802	175	266	431	393
163	2804	337	309	593	436
163	2805	650	71	906	198
163	2806	703	546	959	673
163	2807	732	180	988	307
163	2808	590	194	846	321
163	2811	219	22	475	149
163	2812	285	120	541	247
163	2813	271	4	527	131
163	2818	92	291	348	418
163	2819	156	621	412	748
163	2820	56	200	312	327
163	2828	72	230	328	357
163	2829	530	522	786	649
163	2833	211	188	467	315
163	2837	249	592	505	719
163	2838	258	204	514	331
163	2843	770	443	1026	570
163	2854	898	488	1154	615
163	2856	392	204	648	331
163	2859	298	291	554	418
163	2863	148	161	404	288
163	2865	231	632	487	759
163	2869	279	630	535	757
163	2870	797	27	1053	154
163	2873	25	262	281	389
163	2874	190	196	446	323
163	2882	247	535	503	662
163	2885	812	590	1068	717
163	2888	53	634	309	761
163	2894	214	80	470	207
163	2895	695	223	951	350
163	2896	722	56	978	183
163	2900	792	67	1048	194
163	2901	425	98	681	225
163	2903	417	201	673	328
163	2907	804	449	1060	576
163	2912	235	516	491	643
163	2916	85	329	341	456
163	2920	216	468	472	595
163	2927	727	394	983	521
163	2931	101	256	357	383
163	2935	368	399	624	526
163	2938	752	364	1008	491
163	2943	152	313	408	440
163	2944	651	475	907	602
163	2946	482	561	738	688
163	2951	147	290	403	417
163	2954	417	306	673	433
163	2956	573	97	829	224
163	2957	387	146	643	273
163	2960	233	73	489	200
163	2962	598	376	854	503
163	2965	243	433	499	560
163	2966	702	405	958	532
163	2968	486	554	742	681
163	2969	499	243	755	370
163	2971	404	126	660	253
163	2974	224	135	480	262
163	2976	702	583	958	710
163	2980	245	397	501	524
163	2983	596	143	852	270
163	2985	101	466	357	593
163	2986	93	279	349	406
163	2988	700	482	956	609
163	2989	457	404	713	531
163	2991	365	101	621	228
163	2992	258	441	514	568
163	2994	269	497	525	624
163	2996	372	108	628	235
163	2997	349	69	605	196
163	2999	463	286	719	413
163	3000	630	127	886	254
163	3001	562	535	818	662
163	3005	567	505	823	632
163	3006	328	52	584	179
163	3007	366	183	622	310
163	3008	314	524	570	651
163	3009	165	348	421	475
163	3012	520	291	776	418
163	3019	253	402	509	529
163	3026	460	253	716	380
163	3028	542	144	798	271
163	3029	315	477	571	604
163	3030	711	82	967	209
163	3031	721	67	977	194
163	3037	550	276	806	403
163	3038	386	463	642	590
163	3039	558	259	814	386
163	3042	521	398	777	525
163	3044	1006	328	1262	455
163	3046	433	130	689	257
163	3051	389	262	645	389
163	3052	165	13	421	140
163	3053	140	572	396	699
163	3054	623	380	879	507
163	3056	181	398	437	525
163	3058	645	133	901	260
163	3059	88	249	344	376
163	3061	149	156	405	283
163	3063	487	495	743	622
163	3064	207	428	463	555
163	3065	211	252	467	379
163	3072	409	218	665	345
163	3079	588	238	844	365
163	3095	21	241	277	368
163	3097	467	538	723	665
163	3098	345	343	601	470
163	3101	680	527	936	654
163	3106	186	801	442	928
163	3108	25	119	281	246
163	3111	4180	1540	4436	1667
163	3114	644	295	900	422
163	3115	62	283	318	410
163	3116	167	248	423	375
163	3118	201	273	457	400
163	3125	225	1583	481	1710
163	3132	603	524	859	651
163	3133	312	36	568	163
163	3135	29	210	285	337
163	3137	579	379	835	506
163	3148	336	156	592	283
163	3149	123	448	379	575
163	3150	723	259	979	386
163	3151	471	431	727	558
164	37	169	422	435	544
164	40	287	204	553	326
164	56	50	399	316	521
164	57	261	31373	527	31495
164	58	531	413	797	535
164	63	59	508	325	630
164	66	362	387	628	509
164	67	499	352	765	474
164	69	481	183	747	305
164	70	1061	362	1327	484
164	73	454	470	720	592
164	74	461	220	727	342
164	78	154	86	420	208
164	79	666	553	932	675
164	87	453	332	719	454
164	91	374	282	640	404
164	92	153	133	419	255
164	93	712	265	978	387
164	94	555	230	821	352
164	101	35	23	301	145
164	109	185	128	451	250
164	114	595	330	861	452
164	116	620	53	886	175
164	118	10937	565	11203	687
164	123	227	414	493	536
164	124	0	286	266	408
164	127	145	30	411	152
164	131	439	3144	705	3266
164	132	8	113	274	235
164	133	129	3	395	125
164	134	214	291	480	413
164	146	307	434	573	556
164	147	94	240	360	362
164	150	653	265	919	387
164	151	473	171	739	293
164	152	463	164	729	286
164	153	170	484	436	606
164	156	96	25	362	147
164	157	440	288	706	410
164	162	258	247	524	369
164	165	229	420	495	542
164	176	328	424	594	546
164	185	583	301	849	423
164	191	209	515	475	637
164	193	39	133	305	255
164	194	269	205	535	327
164	197	354	150	620	272
164	199	272	19	538	141
164	200	173	144	439	266
164	201	343	436	609	558
164	208	106	493	372	615
164	212	247	490	513	612
164	217	927	794	1193	916
164	218	289	454	555	576
164	221	184	205	450	327
164	222	492	332	758	454
164	223	2	89	268	211
164	225	707	47	973	169
164	228	632	210	898	332
164	232	589	264	855	386
164	233	545	92	811	214
164	235	629	39	895	161
164	237	391	1601	657	1723
164	238	941	459	1207	581
164	243	351	15	617	137
164	244	657	132	923	254
164	246	1983	1057	2249	1179
164	249	389	97	655	219
164	254	693	167	959	289
164	257	337	334	603	456
164	262	339	401	605	523
164	286	264	415	530	537
164	291	180	311	446	433
164	292	720	413	986	535
164	293	386	332	652	454
164	294	552	511	818	633
164	298	142	487	408	609
164	300	119	331	385	453
164	302	516	55	782	177
164	308	267	317	533	439
164	318	396	309	662	431
164	319	318	560	584	682
164	321	17	86	283	208
164	325	287	121	553	243
164	330	45	305	311	427
164	331	269	280	535	402
164	337	290	277	556	399
164	344	355	182	621	304
164	345	475	379	741	501
164	347	3	201	269	323
164	349	333	275	599	397
164	351	335	282	601	404
164	354	18	37	284	159
164	355	97	172	363	294
164	357	155	232	421	354
164	361	228	97	494	219
164	366	537	491	803	613
164	370	282	272	548	394
164	372	298	57	564	179
164	377	99	47	365	169
164	378	220	415	486	537
164	379	1088	852	1354	974
164	380	879	124	1145	246
164	388	376	305	642	427
164	389	207	193	473	315
164	390	93	245	359	367
164	400	503	456	769	578
164	403	492	374	758	496
164	406	345	20	611	142
164	407	62	374	328	496
164	412	504	38	770	160
164	416	390	51	656	173
164	418	664	561	930	683
164	426	791	356	1057	478
164	436	839	136	1105	258
164	444	599	344	865	466
164	454	526	363	792	485
164	458	447	107	713	229
164	459	56	483	322	605
164	462	389	463	655	585
164	468	96	503	362	625
164	470	241	392	507	514
164	474	123	510	389	632
164	476	171	257	437	379
164	484	102	313	368	435
164	487	79	357	345	479
164	497	300	427	566	549
164	505	546	475	812	597
164	508	200	140	466	262
164	510	724	353	990	475
164	520	597	560	863	682
164	522	645	522	911	644
164	537	341	331	607	453
164	542	182	28	448	150
164	544	295	672	561	794
164	546	484	550	750	672
164	547	614	331	880	453
164	550	562	373	828	495
164	554	25545	676	25811	798
164	555	146	162	412	284
164	559	398	293	664	415
164	566	323	239	589	361
164	568	704	551	970	673
164	570	470	66	736	188
164	571	2877	622	3143	744
164	576	576	252	842	374
164	588	1013	169	1279	291
164	589	458	91	724	213
164	597	546	297	812	419
164	600	37	145	303	267
164	605	268	334	534	456
164	607	787	384	1053	506
164	608	279	213	545	335
164	611	783	107	1049	229
164	616	574	63	840	185
164	618	34568	20884	34834	21006
164	620	94	428	360	550
164	623	546	227	812	349
164	624	644	245	910	367
164	630	773	263	1039	385
164	631	273	376	539	498
164	633	115	313	381	435
164	649	251	134	517	256
164	651	528	416	794	538
164	655	333	87	599	209
164	656	138	473	404	595
164	661	126	232	392	354
164	667	82	513	348	635
164	668	150	324	416	446
164	676	296	27	562	149
164	678	578	362	844	484
164	681	639	296	905	418
164	685	28	435	294	557
164	687	252	313	518	435
164	689	19	278	285	400
164	690	335	370	601	492
164	691	659	189	925	311
164	693	573	525	839	647
164	700	378	340	644	462
164	704	46	186	312	308
164	712	247	402	513	524
164	717	419	49	685	171
164	718	561	366	827	488
164	719	364	528	630	650
164	721	211	208	477	330
164	722	211	261	477	383
164	726	584	31	850	153
164	736	649	245	915	367
164	746	294	167	560	289
164	748	209	275	475	397
164	754	144	81	410	203
164	759	824	25	1090	147
164	762	515	541	781	663
164	767	398	154	664	276
164	770	625	212	891	334
164	778	581	520	847	642
164	793	937	192	1203	314
164	794	277	483	543	605
164	797	177	251	443	373
164	801	325	419	591	541
164	802	643	301	909	423
164	805	490	213	756	335
164	807	54	140	320	262
164	813	676	383	942	505
164	816	653	279	919	401
164	818	381	544	647	666
164	836	518	70	784	192
164	837	249	438	515	560
164	839	697	207	963	329
164	842	557	128	823	250
164	844	74	194	340	316
164	846	890	105	1156	227
164	848	74	31	340	153
164	851	508	235	774	357
164	854	711	396	977	518
164	855	605	12	871	134
164	859	676	398	942	520
164	864	585	112	851	234
164	867	50	292	316	414
164	868	701	91	967	213
164	870	242	508	508	630
164	873	231	145	497	267
164	877	67	380	333	502
164	878	253	459	519	581
164	885	54	52	320	174
164	889	263	562	529	684
164	890	511	258	777	380
164	891	419	367	685	489
164	899	178	266	444	388
164	902	173	151	439	273
164	904	945	73	1211	195
164	905	379	207	645	329
164	912	29	129	295	251
164	913	662	209	928	331
164	914	117	477	383	599
164	915	316	444	582	566
164	919	672	316	938	438
164	923	401	255	667	377
164	924	398	428	664	550
164	925	314	177	580	299
164	927	661	79	927	201
164	931	288	14	554	136
164	939	711	503	977	625
164	940	2371	1442	2637	1564
164	941	521	228	787	350
164	942	158	181	424	303
164	947	353	314	619	436
164	948	5833	669	6099	791
164	949	314	193	580	315
164	953	70	416	336	538
164	966	62	332	328	454
164	967	390	550	656	672
164	968	482	274	748	396
164	976	288	134	554	256
164	978	576	348	842	470
164	980	44	336	310	458
164	981	864	392	1130	514
164	985	26	508	292	630
164	989	336	283	602	405
164	991	141	284	407	406
164	992	215	235	481	357
164	993	108	73	374	195
164	997	563	562	829	684
164	998	101	253	367	375
164	999	64	35	330	157
164	1000	61	96	327	218
164	1001	158	338	424	460
164	1006	173	99	439	221
164	1007	181	307	447	429
164	1008	204	427	470	549
164	1009	618	85	884	207
164	1010	728	240	994	362
164	1012	63	84	329	206
164	1013	95	34	361	156
164	1015	20	153	286	275
164	1016	251	188	517	310
164	1017	437	99	703	221
164	1020	390	149	656	271
164	1022	506	337	772	459
164	1024	596	357	862	479
164	1030	116	390	382	512
164	1033	518	226	784	348
164	1035	728	122	994	244
164	1038	404	505	670	627
164	1046	390	557	656	679
164	1055	667	119	933	241
164	1056	637	1018	903	1140
164	1057	291	394	557	516
164	1058	727	195	993	317
164	1059	638	509	904	631
164	1064	606	33	872	155
164	1079	263	83	529	205
164	1081	85	397	351	519
164	1095	124	93	390	215
164	1110	1602	1200	1868	1322
164	1119	343	1951	609	2073
164	1124	133	396	399	518
164	1130	200	86	466	208
164	1132	5068	1734	5334	1856
164	1140	756	196	1022	318
164	1142	475	499	741	621
164	1147	508	312	774	434
164	1149	634	438	900	560
164	1152	5358	1992	5624	2114
164	1155	590	468	856	590
164	1161	700	323	966	445
164	1163	116	531	382	653
164	1168	559	310	825	432
164	1170	464	417	730	539
164	1172	398	460	664	582
164	1173	225	234	491	356
164	1175	318	382	584	504
164	1176	754	402	1020	524
164	1178	199	429	465	551
164	1179	189	207	455	329
164	1184	450	109	716	231
164	1193	812	467	1078	589
164	1195	222	194	488	316
164	1196	241	187	507	309
164	1197	166	129	432	251
164	1202	364	516	630	638
164	1204	790	1007	1056	1129
164	1206	251	393	517	515
164	1208	48	95	314	217
164	1216	512	542	778	664
164	1221	604	204	870	326
164	1223	450	484	716	606
164	1231	380	498	646	620
164	1239	689	14	955	136
164	1243	448	302	714	424
164	1244	454	90	720	212
164	1246	364	243	630	365
164	1250	642	302	908	424
164	1254	1022	526	1288	648
164	1261	58	430	324	552
164	1266	309	658	575	780
164	1270	68	283	334	405
164	1279	540	3	806	125
164	1291	183	370	449	492
164	1292	594	295	860	417
164	1294	74	288	340	410
164	1298	376	261	642	383
164	1309	522	437	788	559
164	1313	56	210	322	332
164	1314	628	481	894	603
164	1323	44	517	310	639
164	1325	539	241	805	363
164	1340	519	225	785	347
164	1345	183	223	449	345
164	1350	241	430	507	552
164	1357	496	263	762	385
164	1360	104	369	370	491
164	1369	119	264	385	386
164	1382	529	241	795	363
164	1391	322	76	588	198
164	1395	218	354	484	476
164	1400	406	395	672	517
164	1418	344	487	610	609
164	1421	107	532	373	654
164	1438	361	133	627	255
164	1440	267	142	533	264
164	1450	268	429	534	551
164	1458	246	182	512	304
164	1463	481	271	747	393
164	1469	586	256	852	378
164	1495	780	632	1046	754
164	1496	586	508	852	630
164	1500	822	405	1088	527
164	1507	403	37	669	159
164	1510	732	537	998	659
164	1515	553	0	819	122
164	1517	571	307	837	429
164	1519	55	389	321	511
164	1525	578	572	844	694
164	1529	604	360	870	482
164	1530	453	609	719	731
164	1531	596	465	862	587
164	1532	755	117	1021	239
164	1544	806	517	1072	639
164	1546	835	484	1101	606
164	1547	344	496	610	618
164	1548	538	52	804	174
164	1551	274	805	540	927
164	1555	611	367	877	489
164	1559	63	269	329	391
164	1560	408	19	674	141
164	1569	547	307	813	429
164	1570	1362	458	1628	580
164	1578	141	854	407	976
164	1580	517	283	783	405
164	1582	12	361	278	483
164	1587	641	598	907	720
164	1590	145	276	411	398
164	1592	161	313	427	435
164	1596	582	485	848	607
164	1598	454	627	720	749
164	1599	336	336	602	458
164	1609	491	164	757	286
164	1613	556	313	822	435
164	1619	216	362	482	484
164	1621	42121	16040	42387	16162
164	1642	722	528	988	650
164	1646	654	35	920	157
164	1655	657	259	923	381
164	1656	296	49	562	171
164	1657	534	137	800	259
164	1658	238	273	504	395
164	1661	323	231	589	353
164	1665	1003	326	1269	448
164	1669	724	441	990	563
164	1674	746	48	1012	170
164	1679	682	378	948	500
164	1680	702	235	968	357
164	1681	672	555	938	677
164	1682	390	421	656	543
164	1686	96638	76812	96904	76934
164	1691	692	77	958	199
164	1704	725	311	991	433
164	1705	630	631	896	753
164	1707	520	44	786	166
164	1708	544	533	810	655
164	1709	583	658	849	780
164	1713	369	387	635	509
164	1715	162	525	428	647
164	1718	50	290	316	412
164	1732	979	157	1245	279
164	1733	293	621	559	743
164	1740	723	342	989	464
164	1747	400	160	666	282
164	1752	3906	1056	4172	1178
164	1753	727	226	993	348
164	1764	768	177	1034	299
164	1769	679	77	945	199
164	1770	427	317	693	439
164	1771	601	525	867	647
164	1773	173	593	439	715
164	1777	795	980	1061	1102
164	1778	293	379	559	501
164	1779	490	398	756	520
164	1784	173	572	439	694
164	1785	595	244	861	366
164	1786	23	196	289	318
164	1788	88	236	354	358
164	1793	85	278	351	400
164	1798	102	288	368	410
164	1803	693	524	959	646
164	1808	523	76	789	198
164	1810	75	526	341	648
164	1813	619	315	885	437
164	1817	493	412	759	534
164	1820	1887	456	2153	578
164	1821	492	139	758	261
164	1831	733	541	999	663
164	1850	544	550	810	672
164	1852	609	322	875	444
164	1858	1619	381	1885	503
164	1860	127	504	393	626
164	1861	99	303	365	425
164	1870	785	172	1051	294
164	1871	799	341	1065	463
164	1872	158	235	424	357
164	1875	263	446	529	568
164	1876	307	147	573	269
164	1880	25	295	291	417
164	1881	716	283	982	405
164	1884	162	560	428	682
164	1886	157	20	423	142
164	1888	556	589	822	711
164	1895	389	528	655	650
164	1897	582	440	848	562
164	1900	270	517	536	639
164	1901	841	289	1107	411
164	1908	377	452	643	574
164	1912	182	574	448	696
164	1913	93	523	359	645
164	1914	13	465	279	587
164	1915	374	318	640	440
164	1916	715	339	981	461
164	1918	352	628	618	750
164	1919	375	65	641	187
164	1921	534	329	800	451
164	1922	341	280	607	402
164	1924	593	446	859	568
164	1935	532	609	798	731
164	1938	449	489	715	611
164	1939	705	411	971	533
164	1946	751	7297	1017	7419
164	1960	173	666	439	788
164	1966	401	411	667	533
164	1967	281	305	547	427
164	1983	689	332	955	454
164	1984	739	190	1005	312
164	1997	581	595	847	717
164	2003	390	259	656	381
164	2019	765	213	1031	335
164	2022	1166	5649	1432	5771
164	2035	518	428	784	550
164	2037	401	605	667	727
164	2039	146	176	412	298
164	2040	35	484	301	606
164	2041	575	137	841	259
164	2047	185	107	451	229
164	2050	581	402	847	524
164	2051	604	223	870	345
164	2055	262	396	528	518
164	2059	324	438	590	560
164	2060	763	14	1029	136
164	2061	648	517	914	639
164	2068	1124	318	1390	440
164	2069	676	542	942	664
164	2071	561	507	827	629
164	2072	71	149	337	271
164	2079	674	233	940	355
164	2082	538	205	804	327
164	2089	292	391	558	513
164	2092	615	169	881	291
164	2096	371	403	637	525
164	2097	249	182	515	304
164	2100	260	1483	526	1605
164	2102	112	429	378	551
164	2105	738	466	1004	588
164	2112	767	49	1033	171
164	2117	576	511	842	633
164	2119	895	166	1161	288
164	2121	248	469	514	591
164	2123	256	154	522	276
164	2125	156	537	422	659
164	2126	409	600	675	722
164	2136	380	582	646	704
164	2140	669	584	935	706
164	2143	586	513	852	635
164	2144	629	445	895	567
164	2145	651	108	917	230
164	2146	1915	1096	2181	1218
164	2147	711	19	977	141
164	2149	500	254	766	376
164	2150	238	614	504	736
164	2155	516	551	782	673
164	2160	1629	226	1895	348
164	2164	458	19	724	141
164	2167	134	622	400	744
164	2168	124	460	390	582
164	2172	294	519	560	641
164	2181	741	545	1007	667
164	2186	65	454	331	576
164	2190	244	139	510	261
164	2192	1159	77	1425	199
164	2193	168	286	434	408
164	2194	173	245	439	367
164	2199	574	617	840	739
164	2200	573	319	839	441
164	2202	454	266	720	388
164	2211	61	108	327	230
164	2216	4575	763	4841	885
164	2217	9	263	275	385
164	2221	838	567	1104	689
164	2222	806	223	1072	345
164	2223	650	233	916	355
164	2233	450	448	716	570
164	2243	247	616	513	738
164	2249	609	327	875	449
164	2250	243	575	509	697
164	2257	413	422	679	544
164	2260	129	225	395	347
164	2263	598	608	864	730
164	2264	263	296	529	418
164	2267	551	394	817	516
164	2268	2738	27	3004	149
164	2276	225	217	491	339
164	2280	2564	309	2830	431
164	2291	234	524	500	646
164	2298	84	74	350	196
164	2301	80	69	346	191
164	2307	102	210	368	332
164	2308	366	168	632	290
164	2309	292	466	558	588
164	2315	295	624	561	746
164	2324	107	30	373	152
164	2330	817	548	1083	670
164	2351	697	590	963	712
164	2373	229	432	495	554
164	2378	389	352	655	474
164	2389	614	485	880	607
164	2391	148	66	414	188
164	2398	343	126	609	248
164	2400	622	122	888	244
164	2406	375	477	641	599
164	2408	195	311	461	433
164	2413	146	477	412	599
164	2421	784	321	1050	443
164	2425	41	286	307	408
164	2426	48	478	314	600
164	2429	799	260	1065	382
164	2433	605	205	871	327
164	2434	650	90	916	212
164	2435	174	17	440	139
164	2443	149	616	415	738
164	2451	587	491	853	613
164	2454	100	248	366	370
164	2455	305	229	571	351
164	2456	259	1919	525	2041
164	2459	685	410	951	532
164	2472	71	93	337	215
164	2473	380	117	646	239
164	2477	844	251	1110	373
164	2480	313	228	579	350
164	2481	3425	1873	3691	1995
164	2488	496	69	762	191
164	2490	344	165	610	287
164	2491	1007	221	1273	343
164	2493	670	1086	936	1208
164	2494	278	64	544	186
164	2496	935	342	1201	464
164	2498	7	59	273	181
164	2510	632	23	898	145
164	2511	110	65	376	187
164	2516	124	365	390	487
164	2518	424	77	690	199
164	2519	502	304	768	426
164	2521	648	444	914	566
164	2522	889	438	1155	560
164	2523	728	283	994	405
164	2524	130	583	396	705
164	2525	123	211	389	333
164	2528	413	611	679	733
164	2529	385	453	651	575
164	2530	394	191	660	313
164	2533	837	479	1103	601
164	2534	135	462	401	584
164	2535	108	438	374	560
164	2543	233	480	499	602
164	2544	324	216	590	338
164	2550	749	211	1015	333
164	2557	738	104	1004	226
164	2559	1690	1295	1956	1417
164	2562	722	368	988	490
164	2566	85	458	351	580
164	2569	675	579	941	701
164	2589	404	59	670	181
164	2594	637	507	903	629
164	2598	294	359	560	481
164	2604	857	264	1123	386
164	2607	555	321	821	443
164	2608	545	71	811	193
164	2610	551	220	817	342
164	2616	133	384	399	506
164	2618	683	194	949	316
164	2626	172	105	438	227
164	2628	939	67	1205	189
164	2630	545	257	811	379
164	2631	599	390	865	512
164	2634	90	49	356	171
164	2635	547	331	813	453
164	2636	28	324	294	446
164	2639	97	323	363	445
164	2640	44	471	310	593
164	2642	643	289	909	411
164	2645	769	581	1035	703
164	2649	733	463	999	585
164	2651	280	144	546	266
164	2655	86	654	352	776
164	2667	551	9	817	131
164	2679	159	478	425	600
164	2680	837	121	1103	243
164	2681	643	477	909	599
164	2682	321	97	587	219
164	2684	446	658	712	780
164	2685	278	127	544	249
164	2688	592	181	858	303
164	2690	350	219	616	341
164	2704	483	473	749	595
164	2714	435	359	701	481
164	2730	285	261	551	383
164	2731	189	217	455	339
164	2733	604	276	870	398
164	2744	600	612	866	734
164	2752	694	559	960	681
164	2756	1191	278	1457	400
164	2764	179	55	445	177
164	2767	747	256	1013	378
164	2771	366	596	632	718
164	2772	19245	150	19511	272
164	2781	619	265	885	387
164	2783	693	468	959	590
164	2786	655	633	921	755
164	2793	605	200	871	322
164	2801	428	596	694	718
164	2802	187	418	453	540
164	2805	650	71	916	193
164	2806	703	543	969	665
164	2811	317	22	583	144
164	2814	371	171	637	293
164	2818	532	179	798	301
164	2819	156	621	422	743
164	2820	94	542	360	664
164	2828	371	285	637	407
164	2829	893	318	1159	440
164	2833	127	85	393	207
164	2837	438	1098	704	1220
164	2838	258	204	524	326
164	2843	789	443	1055	565
164	2859	322	12	588	134
164	2865	535	77	801	199
164	2870	391	79	657	201
164	2873	44	276	310	398
164	2874	120	337	386	459
164	2882	234	444	500	566
164	2884	201	530	467	652
164	2912	235	516	501	638
164	2916	82	329	348	451
164	2920	216	468	482	590
164	2927	706	466	972	588
164	2931	698	388	964	510
164	2935	124	275	390	397
164	2946	482	561	748	683
164	2951	725	205	991	327
164	2952	519	785	785	907
164	2954	365	405	631	527
164	2956	293	359	559	481
164	2967	275	513	541	635
164	2971	401	129	667	251
164	2976	705	458	971	580
164	2977	420	471	686	593
164	2980	324289	105155	324555	105277
164	2985	82	441	348	563
164	2990	21	445	287	567
164	2994	205	366	471	488
164	2996	394	7	660	129
164	2997	602	529	868	651
164	3000	507	961	773	1083
164	3001	564	535	830	657
164	3005	567	500	833	622
164	3006	465	439	731	561
164	3007	72	431	338	553
164	3008	498	546	764	668
164	3009	173	335	439	457
164	3019	251	407	517	529
164	3028	543	144	809	266
164	3038	308	204	574	326
164	3039	198	390	464	512
164	3040	160	523	426	645
164	3042	529	408	795	530
164	3044	776	181	1042	303
164	3046	432	130	698	252
164	3051	385	260	651	382
164	3052	586	318	852	440
164	3053	231	414	497	536
164	3056	183	403	449	525
164	3058	668	119	934	241
164	3059	69	397	335	519
164	3063	193	427	459	549
164	3064	1240	446	1506	568
164	3065	211	252	477	374
164	3072	602	94	868	216
164	3079	829	138	1095	260
164	3083	359	472	625	594
164	3084	339	673	605	795
164	3097	467	538	733	660
164	3101	326	464	592	586
164	3106	65932	198792	66198	198914
164	3118	264	123	530	245
164	3132	348	164	614	286
164	3135	146	17	412	139
164	3137	577	379	843	501
164	3141	161	449	427	571
164	3145	510	539	776	661
164	3150	723	259	989	381
164	3151	464	441	730	563
165	18	348	388	611	507
165	20	509	183	772	302
165	33	8107	12894	8370	13013
165	36	11	36	274	155
165	37	60	14	323	133
165	38	677	303	940	422
165	39	728	1343	991	1462
165	40	256	198	519	317
165	41	239	417	502	536
165	42	207	611	470	730
165	43	23	380	286	499
165	44	739	198	1002	317
165	47	584	257	847	376
165	49	640	269	903	388
165	52	216	334	479	453
165	56	752	102	1015	221
165	57	615	433	878	552
165	58	545	423	808	542
165	61	139	133	402	252
165	63	302	528	565	647
165	65	443	267	706	386
165	66	462	212	725	331
165	67	477	359	740	478
165	69	120	98	383	217
165	70	0	187	263	306
165	72	87	396	350	515
165	73	710	14	973	133
165	74	465	328	728	447
165	78	22	39	285	158
165	79	530	578	793	697
165	84	259	297	522	416
165	87	126	209	389	328
165	91	801	585	1064	704
165	92	661	244	924	363
165	93	600	222	863	341
165	94	555	230	818	349
165	101	60	113	323	232
165	109	3399	486	3662	605
165	110	169	146	432	265
165	112	846	77	1109	196
165	114	563	41	826	160
165	115	384	522	647	641
165	116	705	473	968	592
165	118	513	413	776	532
165	121	472	89	735	208
165	123	517	313	780	432
165	124	660	181	923	300
165	127	160	34	423	153
165	128	473	234	736	353
165	131	756	166	1019	285
165	132	81	19	344	138
165	133	237	541	500	660
165	134	168	359	431	478
165	140	260	29	523	148
165	146	165	100	428	219
165	147	646	87	909	206
165	148	167	169	430	288
165	150	53	382	316	501
165	151	420	388	683	507
165	152	669	222	932	341
165	153	597	297	860	416
165	156	198	40	461	159
165	157	280	183	543	302
165	158	94	154	357	273
165	162	393	153	656	272
165	163	464	287	727	406
165	165	229	419	492	538
165	166	326	175	589	294
165	168	105	188	368	307
165	170	589	281	852	400
165	171	71	116	334	235
165	176	51	296	314	415
165	177	69	19	332	138
165	179	511	75	774	194
165	180	391	120	654	239
165	182	144	324	407	443
165	183	608	446	871	565
165	185	707	163	970	282
165	189	537	403	800	522
165	191	209	515	472	634
165	192	546	311	809	430
165	193	597	296	860	415
165	194	188	301	451	420
165	198	1678	830	1941	949
165	199	8360	696	8623	815
165	200	271	140	534	259
165	201	658	467	921	586
165	202	570	319	833	438
165	203	161	477	424	596
165	205	77	627	340	746
165	207	152	70	415	189
165	208	103	493	366	612
165	209	407	141	670	260
165	213	136	526	399	645
165	216	100	215	363	334
165	217	653	57	916	176
165	218	125	320	388	439
165	221	178	207	441	326
165	222	669	332	932	451
165	223	41	120	304	239
165	225	751	11	1014	130
165	226	235	315	498	434
165	227	162	27	425	146
165	228	631	210	894	329
165	231	668	234	931	353
165	233	545	93	808	212
165	235	626	41	889	160
165	237	737	77	1000	196
165	238	8	285	271	404
165	239	654	175	917	294
165	240	553	89	816	208
165	243	220	116	483	235
165	244	654	137	917	256
165	245	272	71	535	190
165	246	350	478	613	597
165	247	285	376	548	495
165	248	412	33	675	152
165	249	469	106	732	225
165	251	10	423	273	542
165	252	119	358	382	477
165	253	357	56	620	175
165	259	172	425	435	544
165	261	367	216	630	335
165	262	686	266	949	385
165	263	628	338	891	457
165	265	390	209	653	328
165	267	150	383	413	502
165	269	528	108	791	227
165	271	100	496	363	615
165	286	252	404	515	523
165	289	601	434	864	553
165	290	702	5	965	124
165	291	578	349	841	468
165	292	718	414	981	533
165	293	170	91	433	210
165	294	11	259	274	378
165	298	239	406	502	525
165	301	188	495	451	614
165	308	513	713	776	832
165	314	457	15	720	134
165	317	21	367	284	486
165	319	524	143	787	262
165	321	156	210	419	329
165	324	35	165	298	284
165	326	20	135	283	254
