TargetImg	XMin	YMin	XMax	YMax	
1652	282	307	23	424	140
1652	291	769	562	949	690
1652	292	319	647	508	785
1653	7	424	453	645	592
1653	8	669	377	899	527
1653	9	218	593	453	743
1653	11	434	466	557	632
1653	46	424	454	591	609
1653	47	391	447	566	607
1653	48	436	449	603	602
1653	59	184	613	348	794
1653	62	552	414	716	564
1653	86	424	454	555	554
1653	107	424	454	563	613
1653	110	408	415	582	516
1653	111	651	446	851	558
1653	143	4	555	135	692
1653	152	428	455	564	599
1653	163	166	609	422	736
1653	165	1749	1528	2012	1647
1653	173	424	454	715	617
1653	174	387	449	670	609
1653	196	34079	28798	34371	28921
1653	197	177	601	440	726
1653	198	339	447	624	576
1653	205	657	78	785	210
1653	215	434	473	610	650
1653	276	424	454	567	618
1653	280	193	600	301	707
1653	281	190	607	299	721
1653	282	194	617	311	734
1653	291	424	453	604	581
1653	292	428	451	617	589
1654	163	17	875	273	1002
1654	165	756	1103	1019	1222
1654	196	224	574	516	697
1654	211	329	449	447	583
1654	212	337	454	470	603
1654	213	336	453	472	608
1654	265	743	98	845	176
1654	266	466	41	564	116
1655	8	510	324	740	474
1655	9	507	326	742	476
1655	163	174	458	430	585
1655	164	657	259	923	381
1655	165	177	447	440	566
1655	173	509	319	800	482
1655	196	174	450	466	573
1655	198	177	450	462	579
1655	280	98	470	206	577
1655	281	140	474	249	588
1655	291	291	291	471	419
1655	292	182	446	371	584
1656	47	4537	3336	4712	3496
1656	48	711	224	878	377
1656	61	426	61	596	232
1656	62	292	48	456	198
1656	64	374	64	470	176
1656	119	427	59	558	205
1656	163	293	49	549	176
1656	164	296	49	562	171
1656	172	293	48	549	190
1656	174	293	48	576	208
1656	196	294	47	586	170
1656	280	223	51	331	158
1656	292	257	55	446	193
1657	46	654	203	821	358
1657	47	654	210	829	370
1657	48	654	203	821	356
1657	164	534	137	800	259
1657	165	3	247	266	366
1657	196	654	203	946	326
1657	281	188	78	297	192
1657	292	118	23	307	161
1658	7	684	600	905	739
1658	8	150	391	380	541
1658	9	1798	2042	2033	2192
1658	46	274	464	441	619
1658	47	275	464	450	624
1658	48	269	465	436	618
1658	119	565	319	696	465
1658	163	274	464	530	591
1658	164	238	273	504	395
1658	165	201	354	464	473
1658	172	275	464	531	606
1658	173	251	325	542	488
1658	174	261	462	544	622
1658	196	274	464	566	587
1659	142	111	224	234	355
1659	163	952	1163	1208	1290
1659	274	76	547	221	714
1659	282	60	222	177	339
1659	292	6	243	195	381
1661	47	656	468	831	628
1661	48	729	482	896	635
1661	117	530	277	721	383
1661	142	393	459	516	590
1661	143	172	615	303	752
1661	163	396	474	652	601
1661	164	323	231	589	353
1661	165	394	460	657	579
1661	174	388	390	671	550
1661	194	430	193	572	345
1661	291	388	467	568	595
1661	292	151	665	340	803
1662	7	652	230	873	369
1662	8	129	376	359	526
1662	9	639	206	874	356
1662	11	148	113	271	279
1662	46	734	201	901	356
1662	48	652	230	819	383
1662	60	1276	696	1441	882
1662	66	213	81	307	190
1662	110	115	70	289	171
1662	152	493	49	629	193
1662	163	23	182	279	309
1662	173	204	94	495	257
1662	174	227	125	510	285
1662	196	136	95	428	218
1662	197	147	360	410	485
1662	201	204	94	328	219
1662	280	106	198	214	305
1662	281	28	186	137	300
1665	163	8388	345	8644	472
1665	164	1003	326	1269	448
1665	165	5011	2446	5274	2565
1665	196	209	460	501	583
1665	198	547	485	832	614
1665	266	692	543	790	618
1665	267	573	459	670	537
1665	280	283	436	391	543
1665	281	219	464	328	578
1666	46	346	24	513	179
1666	47	7209	7755	7384	7915
1666	48	293	95	460	248
1666	165	437	38	700	157
1666	196	383	27	675	150
1666	198	387	34	672	163
1666	291	1132	918	1312	1046
1667	9	12521	114	12756	264
1667	47	636	193	811	353
1667	66	1114	200	1208	309
1667	174	189	308	472	468
1668	9	515	192	750	342
1668	22	440	367	626	488
1668	50	682	236	856	366
1668	115	2903	320	3089	425
1668	173	4590	1264	4881	1427
1668	196	490	159	782	282
1668	291	263	51	443	179
1669	7	381	19	602	158
1669	8	632	660	862	810
1669	9	198	542	433	692
1669	11	383	17	506	183
1669	44	387	8	580	71
1669	45	739	693	935	759
1669	46	354	54	521	209
1669	48	378	18	545	171
1669	50	378	10	552	140
1669	51	219	535	410	677
1669	55	783	204	896	354
1669	57	40	451	152	601
1669	62	596	626	760	776
1669	87	593	128	726	241
1669	107	756	473	895	632
1669	108	3032	296	3155	433
1669	110	357	25	531	126
1669	113	801	636	972	744
1669	115	716	437	902	542
1669	116	802	636	985	734
1669	117	3032	852	3223	958
1669	119	376	14	507	160
1669	141	762	461	902	584
1669	142	726	434	849	565
1669	143	605	811	736	948
1669	144	376	28	506	166
1669	163	724	441	980	568
1669	164	724	441	990	563
1669	165	724	441	987	560
1669	173	576	681	867	844
1669	174	397	29	680	189
1669	193	720	451	851	593
1669	194	819	638	961	790
1669	195	725	441	861	589
1669	196	325	20	617	143
1669	201	367	55	491	180
1669	205	649	329	777	461
1669	212	202	537	335	686
1669	213	387	19	523	174
1669	215	680	739	856	916
1669	247	723	443	816	589
1669	248	724	442	823	604
1669	280	727	441	835	548
1669	281	752	444	861	558
1669	282	380	19	497	136
1669	283	784	639	917	732
1669	291	722	439	902	567
1669	292	726	444	915	582
1670	57	737	63	849	213
1670	143	665	458	796	595
1670	165	717	300	980	419
1671	7	241	350	462	489
1671	9	241	350	476	500
1671	47	246	334	421	494
1671	196	246	334	538	457
1672	87	679	315	812	428
1672	165	256	407	519	526
1672	172	291	45	547	187
1672	196	256	407	548	530
1672	291	780	101	960	229
1673	66	555	395	649	504
1674	115	549	149	735	254
1674	137	233	187	349	310
1674	163	800	82	1056	209
1674	164	746	48	1012	170
1674	165	705	78	968	197
1674	174	572	578	855	738
1674	193	480	135	611	277
1674	195	670	523	806	671
1674	196	647	857	939	980
1674	198	615	34	900	163
1674	292	708	85	897	223
1675	9	465	14	700	164
1675	46	415	138	582	293
1676	7	715	351	936	490
1676	9	289	346	524	496
1676	47	710	379	885	539
1676	57	710	379	822	529
1676	163	657	539	913	666
1676	165	701	371	964	490
1676	241	1087	297	1199	446
1676	243	109	48	230	213
1677	163	466	408	722	535
1678	111	245	283	445	395
1678	163	651	624	907	751
1678	165	651	624	914	743
1679	115	317	279	503	384
1679	143	687	375	818	512
1679	163	689	374	945	501
1679	164	682	378	948	500
1679	165	725	420	988	539
1679	174	24	123	307	283
1680	163	701	238	957	365
1680	164	702	235	968	357
1680	165	1481	831	1744	950
1681	163	640	90	896	217
1681	164	672	555	938	677
1681	165	189	398	452	517
1681	212	69	445	202	594
1682	7	605	268	826	407
1682	11	513	265	636	431
1682	163	513	265	769	392
1682	164	390	421	656	543
1682	165	392	416	655	535
1682	198	462	261	747	390
1683	8	273	721	503	871
1684	7	243	379	464	518
1684	9	187	360	422	510
1684	165	489	102	752	221
1684	174	60	146	343	306
1684	198	18	601	303	730
1685	7	468	477	689	616
1685	163	1446	688	1702	815
1685	165	457	112	720	231
1685	174	236	245	519	405
1686	7	494	356	715	495
1686	8	170	157	400	307
1686	9	495	356	730	506
1686	45	186	166	382	232
1686	55	0	129	113	279
1686	56	8	131	123	285
1686	57	7	130	119	280
1686	114	698	145	866	252
1686	115	61	180	247	285
1686	116	191	122	374	220
1686	117	552	601	743	707
1686	137	691	144	807	267
1686	138	2684	354	2794	469
1686	143	684	148	815	285
1686	163	189	166	445	293
1686	164	96638	76812	96904	76934
1686	165	691	144	954	263
1686	173	691	144	982	307
1686	174	691	144	974	304
1686	193	838	118	969	260
1686	194	849	316	991	468
1686	198	55	97	340	226
1686	211	809	387	927	521
1686	212	836	356	969	505
1686	213	836	356	972	511
1686	280	154	177	262	284
1686	281	186	167	295	281
1686	282	697	141	814	258
1686	291	688	144	868	272
1686	292	189	166	378	304
1687	172	1012	439	1268	581
1687	211	126	310	244	444
1687	212	1064	461	1197	610
1688	11	417	155	540	321
1688	46	331	591	498	746
1688	48	551	208	718	361
1688	62	332	765	496	915
1688	110	263	646	437	747
1688	119	354	480	485	626
1688	143	724	546	855	683
1688	163	1251	358	1507	485
1688	165	338	709	601	828
1688	174	287	635	570	795
1688	211	560	193	678	327
1688	212	561	193	694	342
1688	213	560	193	696	348
1688	292	1448	387	1637	525
1689	7	847	13	1068	152
1689	9	907	458	1142	608
1689	11	852	3	975	169
1689	46	847	13	1014	168
1689	48	850	442	1017	595
1689	163	396	121	652	248
1689	165	384	123	647	242
1690	163	355	458	611	585
1690	165	355	290	618	409
1690	211	427	226	545	360
1690	212	171	270	304	419
1690	213	177	269	313	424
1691	46	247	559	414	714
1691	47	265	479	440	639
1691	48	596	77	763	230
1691	51	456	4	647	146
1691	87	450	22	583	135
1691	163	569	197	825	324
1691	164	692	77	958	199
1691	165	597	77	860	196
1691	172	467	38	723	180
1691	174	869	483	1152	643
1691	211	289	170	407	304
1691	212	10	841	143	990
1692	115	390	318	576	423
1692	163	116	72	372	199
1692	165	354	219	617	338
1692	280	117	72	225	179
1693	163	217	337	473	464
1693	165	217	337	480	456
1694	165	685	196	948	315
1695	11	556	166	679	332
1695	46	555	167	722	322
1695	196	555	167	847	290
1696	87	521	104	654	217
1697	66	151	68	245	177
1699	143	404	222	535	359
1701	46	213	204	380	359
1701	47	279	38	454	198
1701	198	405	590	690	719
1701	292	278	443	467	581
1704	9	2229	41	2464	191
1704	46	821	224	988	379
1704	47	794	196	969	356
1704	48	795	197	962	350
1704	115	728	382	914	487
1704	117	748	385	939	491
1704	142	640	175	763	306
1704	143	750	357	881	494
1704	163	747	364	1003	491
1704	164	725	311	991	433
1704	165	747	364	1010	483
1704	172	734	385	990	527
1704	174	794	197	1077	357
1704	196	794	197	1086	320
1704	197	792	198	1055	323
1704	198	670	22	955	151
1704	212	406	185	539	334
1704	291	747	364	927	492
1704	292	747	363	936	501
1705	55	40	386	153	536
1705	57	38	393	150	543
1705	143	573	378	704	515
1705	164	630	631	896	753
1705	165	10567	6902	10830	7021
1705	211	339	450	457	584
1706	7	185	372	406	511
1707	142	438	84	561	215
1707	143	432	86	563	223
1707	144	443	94	573	232
1707	163	1178	406	1434	533
1707	164	520	44	786	166
1707	165	779	230	1042	349
1707	196	568	349	860	472
1707	211	39	35	157	169
1708	164	544	533	810	655
1708	165	179	537	442	656
1708	196	178	523	470	646
1709	46	142	514	309	669
1709	143	341	367	472	504
1709	163	745	456	1001	583
1709	164	583	658	849	780
1709	165	1306	193	1569	312
1709	174	637	610	920	770
1709	193	170	549	301	691
1709	292	395	303	584	441
1710	7	739	516	960	655
1710	46	272	422	439	577
1710	47	286	401	461	561
1710	48	274	420	441	573
1710	196	329	406	621	529
1710	198	292	245	577	374
1710	292	272	422	461	560
1711	57	565	279	677	429
1711	115	220	191	406	296
1711	143	683	393	814	530
1711	211	64	15	182	149
1711	292	695	398	884	536
1712	7	933	334	1154	473
1713	163	616	438	872	565
1713	164	369	387	635	509
1714	115	757	180	943	285
1714	144	237	237	367	375
1714	163	949	602	1205	729
1714	165	485	303	748	422
1714	194	827	254	969	406
1715	48	99	108	266	261
1715	96	484	86	580	221
1715	163	153	526	409	653
1715	164	162	525	428	647
1715	165	152	525	415	644
1715	211	473	115	591	249
1715	212	464	111	597	260
1715	213	464	115	600	270
1715	292	132	529	321	667
1716	11	232	337	355	503
1716	213	510	506	646	661
1716	292	219	402	408	540
1717	7	522	216	743	355
1717	64	4132	963	4228	1075
1717	66	588	350	682	459
1717	265	417	185	519	263
1717	292	26	454	215	592
1718	9	209	225	444	375
1718	56	732	603	847	757
1718	163	26	306	282	433
1718	164	50	290	316	412
1718	165	390	143	653	262
1718	196	455	445	747	568
1718	198	64	146	349	275
1720	7	191	543	412	682
1721	7	25	492	246	631
1721	51	4	353	195	495
1721	87	615	552	748	665
1721	196	521	52	813	175
1722	7	170	284	391	423
1722	9	650	185	885	335
1722	11	3322	6444	3445	6610
1722	23	202	264	385	385
1722	46	245	609	412	764
1722	48	171	273	338	426
1722	119	169	604	300	750
1722	163	1159	826	1415	953
1722	165	197	429	460	548
1722	174	169	348	452	508
1722	281	751	425	860	539
1722	292	209	382	398	520
1723	66	38	399	132	508
1723	244	300	231	391	358
1724	66	376	174	470	283
1726	7	84199	64800	84420	64939
1727	7	849	1460	1070	1599
1727	9	1555	1642	1790	1792
1728	7	805	565	1026	704
1728	163	1448	188	1704	315
1728	213	568	699	704	854
1729	7	85	390	306	529
1730	9	777	220	1012	370
1730	59	777	189	941	370
1730	163	575	436	831	563
1730	165	575	436	838	555
1730	174	610	453	893	613
1730	196	575	436	867	559
1730	197	661	177	924	302
1730	198	769	208	1054	337
1730	212	120	389	253	538
1730	281	769	208	878	322
1731	9	656	349	891	499
1731	52	655	325	745	463
1731	53	651	312	740	448
1731	54	647	330	740	463
1732	52	694	112	784	250
1732	53	695	105	784	241
1732	54	687	116	780	249
1732	110	524	578	698	679
1732	117	210	611	401	717
1732	143	189	233	320	370
1732	163	514	17	770	144
1732	164	979	157	1245	279
1732	165	793	13	1056	132
1732	212	727	252	860	401
1732	213	194	530	330	685
1732	289	312	240	460	341
1732	292	1008	174	1197	312
1733	163	1154	264	1410	391
1733	164	293	621	559	743
1733	165	1845	300	2108	419
1734	115	548	207	734	312
1734	116	605	249	788	347
1734	117	603	247	794	353
1734	119	145	376	276	522
1734	198	290	8	575	137
1735	115	327	238	513	343
1735	116	334	252	517	350
1735	117	329	246	520	352
1735	198	4984	108	5269	237
1736	198	437	4	722	133
1736	292	59	518	248	656
1737	7	560	336	781	475
1737	52	352	112	442	250
1737	53	349	103	438	239
1737	54	345	118	438	251
1737	104	772	462	879	619
1737	165	772	129	1035	248
1738	52	309	257	399	395
1738	53	307	249	396	385
1738	54	301	261	394	394
1738	163	193	214	449	341
1739	7	585	570	806	709
1739	9	428	423	663	573
1739	52	14	353	104	491
1739	53	13	349	102	485
1739	54	5	358	98	491
1739	165	46	550	309	669
1740	52	26	147	116	285
1740	53	27	143	116	279
1740	54	19	152	112	285
1740	115	510	105	696	210
1740	117	317	157	508	263
1740	137	725	349	841	472
1740	143	723	342	854	479
1740	163	1317	991	1573	1118
1740	164	723	342	989	464
1740	165	725	343	988	462
1740	292	597	69	786	207
1741	7	180	245	401	384
1741	66	544	171	638	280
1741	172	67	512	323	654
1741	174	150	298	433	458
1742	115	3	332	189	437
1742	143	69	306	200	443
1742	163	82	454	338	581
1742	165	91	448	354	567
1743	7	364	315	585	454
1743	9	362	315	597	465
1743	211	224	331	342	465
1743	212	224	331	357	480
1743	213	223	330	359	485
1744	136	129	5	227	108
1744	137	132	1	248	124
1744	143	109	280	240	417
1744	163	580	143	836	270
1744	211	844	382	962	516
1744	213	654	610	790	765
1744	292	578	141	767	279
1746	7	685	539	906	678
1746	64	52	414	148	526
1746	66	11656	21101	11750	21210
1746	115	819	65	1005	170
1746	116	130	109	313	207
1746	117	812	53	1003	159
1746	143	164	437	295	574
1746	196	1036	2869	1328	2992
1747	115	404	158	590	263
1747	117	404	158	595	264
1747	163	4033	1300	4289	1427
1747	164	400	160	666	282
1747	165	462	203	725	322
1748	11	720	1034	843	1200
1748	196	646	5	938	128
1748	198	334	137	619	266
1750	7	659	516	880	655
1750	46	373	263	540	418
1750	110	764	617	938	718
1750	115	115	487	301	592
1750	196	378	252	670	375
1750	292	348	32	537	170
1751	48	244	443	411	596
1751	54	742	488	835	621
1751	142	420	513	543	644
1751	143	5032	986	5163	1123
1751	163	2	491	258	618
1752	117	324	378	515	484
1752	137	56	424	172	547
1752	163	2936	599	3192	726
1752	164	3906	1056	4172	1178
1752	165	63	421	326	540
1752	193	541	1474	672	1616
1752	194	77	419	219	571
1752	195	540	552	676	700
1752	205	39	437	167	569
1752	282	75	420	192	537
1752	292	77	420	266	558
1753	115	555	407	741	512
1753	163	392	37	648	164
1753	164	727	226	993	348
1753	165	129	199	392	318
1753	172	343	250	599	392
1753	174	221	24	504	184
1753	193	1759	205	1890	347
1753	292	673	216	862	354
1754	47	623	421	798	581
1754	66	416	539	510	648
1754	115	38	293	224	398
1754	174	621	420	904	580
1754	196	616	461	908	584
1754	265	534	102	636	180
1754	267	538	95	635	173
1754	291	629	553	809	681
1754	292	683	406	872	544
1755	7	778	425	999	564
1755	66	797	522	891	631
1757	11	598	147	721	313
1757	48	429	196	596	349
1757	265	224	41	326	119
1757	266	308	22	406	97
1757	267	4445	10446	4542	10524
1758	11	599	569	722	735
1758	46	572	17	739	172
1758	119	653	573	784	719
1758	163	5060	1898	5316	2025
1758	165	571	17	834	136
1758	196	588	60	880	183
1759	104	642	46	749	203
1760	7	499	575	720	714
1760	9	69	123	304	273
1760	11	499	575	622	741
1760	46	444	570	611	725
1760	48	8704	3369	8871	3522
1760	50	499	575	673	705
1760	55	63	123	176	273
1760	62	499	575	663	725
1760	63	499	575	645	709
1760	96	847	522	943	657
1760	110	499	576	673	677
1760	143	499	575	630	712
1760	163	499	575	755	702
1760	165	718	598	981	717
1760	172	465	568	721	710
1760	173	626	48	917	211
1760	174	499	575	782	735
1760	196	498	576	790	699
1760	197	487	575	750	700
1760	198	499	575	784	704
1760	215	499	575	675	752
1760	216	820	291	995	459
1760	274	490	579	635	746
1760	275	499	575	645	744
1760	281	635	67	744	181
1760	291	488	572	668	700
1760	292	499	574	688	712
1761	7	615	322	836	461
1761	9	584	177	819	327
1761	171	390	0	510	150
1761	196	584	178	876	301
1761	198	585	179	870	308
1761	212	345	262	478	411
1762	7	795	247	1016	386
1762	9	814	237	1049	387
1762	11	737	216	860	382
1762	46	784	244	951	399
1762	48	795	247	962	400
1762	152	1044	61	1180	205
1762	163	677	327	933	454
1762	173	795	247	1086	410
1762	174	795	252	1078	412
1762	196	795	247	1087	370
1763	7	171	223	392	362
1763	163	346	413	602	540
1763	165	428	367	691	486
1764	7	539	221	760	360
1764	62	68	2113	232	2263
1764	86	450	425	581	525
1764	115	30381	7902	30567	8007
1764	117	735	170	926	276
1764	143	768	177	899	314
1764	163	813	139	1069	266
1764	164	768	177	1034	299
1764	165	768	177	1031	296
1764	174	831	224	1114	384
1764	292	785	181	974	319
1765	143	666	605	797	742
1766	7	420	295	641	434
1768	7	257	144	478	283
1769	46	510	74	677	229
1769	47	78	359	253	519
1769	48	71	359	238	512
1769	115	809	569	995	674
1769	163	330	237	586	364
1769	164	679	77	945	199
1769	165	321	247	584	366
1770	7	145	598	366	737
1770	163	427	316	683	443
1770	164	427	317	693	439
1770	165	321	221	584	340
1770	291	428	313	608	441
1770	292	380	348	569	486
1771	47	318	508	493	668
1771	48	6	53	173	206
1771	95	138	47	221	176
1771	96	167	63	263	198
1771	163	886	650	1142	777
1771	164	601	525	867	647
1771	165	524	112	787	231
1772	95	617	292	700	421
1772	96	617	302	713	437
1772	143	312	49	443	186
1773	9	276	301	511	451
1773	46	359	488	526	643
1773	47	636	597	811	757
1773	48	358	489	525	642
1773	59	246	263	410	444
1773	64	368	488	464	600
1773	66	361	361	455	470
1773	115	173	593	359	698
1773	117	253	266	444	372
1773	118	243	244	366	382
1773	142	301	301	424	432
1773	143	174	595	305	732
1773	144	393	549	523	687
1773	163	174	593	430	720
1773	164	173	593	439	715
1773	165	173	593	436	712
1773	172	270	549	526	691
1773	173	441	358	732	521
1773	174	173	593	456	753
1773	196	358	489	650	612
1773	201	344	481	468	606
1773	291	173	593	353	721
1773	292	171	572	360	710
1774	7	325	51	546	190
1774	9	323	51	558	201
1774	11	522	235	645	401
1774	46	325	52	492	207
1774	62	299	23	463	173
1774	63	337	40	483	174
1774	143	325	52	456	189
1774	163	277	22	533	149
1774	165	187	437	450	556
1774	196	326	52	618	175
1774	198	326	52	611	181
1774	291	188	439	368	567
1774	292	324	575	513	713
1776	7	554	564	775	703
1776	9	536	560	771	710
1776	196	458	453	750	576
1777	44	615	160	808	223
1777	45	231	306	427	372
1777	115	243	286	429	391
1777	116	241	298	424	396
1777	117	629	112	820	218
1777	137	238	304	354	427
1777	138	248	300	358	415
1777	164	795	980	1061	1102
1777	165	263	118	526	237
1777	173	241	296	532	459
1777	193	192	312	323	454
1777	194	684	94	826	246
1777	195	160	318	296	466
1777	211	569	235	687	369
1777	212	392	15	525	164
1777	213	660	215	796	370
1777	280	154	311	262	418
1777	283	241	298	374	391
1777	284	701	83	846	188
1777	291	177	323	357	451
1777	292	263	278	452	416
1778	12	26	195	150	366
1778	51	293	379	484	521
1778	87	29	812	162	925
1778	143	342	557	473	694
1778	163	293	379	549	506
1778	164	293	379	559	501
1778	165	293	378	556	497
1778	193	1097	738	1228	880
1779	115	519	118	705	223
1779	142	212	856	335	987
1779	143	30	96	161	233
1779	163	474	425	730	552
1779	164	490	398	756	520
1779	165	1292	7118	1555	7237
1779	211	608	406	726	540
1779	212	718	405	851	554
1779	213	728	395	864	550
1779	292	493	396	682	534
1780	57	273	194	385	344
1780	211	733	134	851	268
1780	212	193	162	326	311
1780	213	123	106	259	261
1781	7	832	456	1053	595
1781	9	761	101	996	251
1781	57	225	31	337	181
1781	66	743	275	837	384
1781	196	532	131	824	254
1782	64	163	288	259	400
1782	66	756	491	850	600
1782	163	792	552	1048	679
1782	211	167	561	285	695
1783	7	659	254	880	393
1783	66	27	256	121	365
1783	212	357	488	490	637
1783	213	1958	1118	2094	1273
1784	9	393	471	628	621
1784	46	436	51	603	206
1784	47	397	49	572	209
1784	48	566	564	733	717
1784	55	763	445	876	595
1784	163	86	458	342	585
1784	164	173	572	439	694
1784	165	87	465	350	584
1784	211	108	2	226	136
1784	212	401	686	534	835
1784	213	126	30	262	185
1785	7	106	52	327	191
1785	115	513	311	699	416
1785	163	513	311	769	438
1785	164	595	244	861	366
1785	165	513	311	776	430
1785	193	513	311	644	453
1785	194	512	310	654	462
1785	195	513	315	649	463
1785	213	828	410	964	565
1785	277	659	287	755	445
1785	278	659	289	751	439
1785	292	504	322	693	460
1786	94	15	202	105	336
1786	163	107	610	363	737
1786	164	23	196	289	318
1786	165	107	613	370	732
1786	193	113	610	244	752
1787	7	331	290	552	429
1787	46	403	509	570	664
1787	66	831	406	925	515
1787	173	563	459	854	622
1787	212	12	522	145	671
1787	213	3	156	139	311
1788	47	54	26	229	186
1788	163	75	268	331	395
1788	164	88	236	354	358
1788	165	79	264	342	383
1788	174	323	573	606	733
1788	277	429	536	525	694
1789	277	425	426	521	584
1789	279	425	426	509	557
1790	47	202	563	377	723
1790	211	533	566	651	700
1790	212	533	566	666	715
1791	64	5	363	101	475
1791	66	603	4	697	113
1792	9	342	149	577	299
1793	163	39	248	295	375
1793	164	85	278	351	400
1793	165	103	278	366	397
1793	173	398	18	689	181
1793	196	37	327	329	450
1793	211	768	26	886	160
1793	212	1238	49	1371	198
1793	277	18	332	114	490
1793	292	32	200	221	338
1794	46	834	186	1001	341
1794	48	802	354	969	507
1794	66	1221	493	1315	602
1794	211	476	392	594	526
1794	212	82	44	215	193
1794	213	475	394	611	549
1794	292	841	427	1030	565
1795	7	684	468	905	607
1795	196	619	361	911	484
1795	198	618	363	903	492
1796	7	412	202	633	341
1796	8	412	201	642	351
1796	9	412	202	647	352
1796	211	462	200	580	334
1796	212	460	200	593	349
1796	213	401	190	537	345
1798	143	99	285	230	422
1798	163	88	282	344	409
1798	164	102	288	368	410
1798	165	98	290	361	409
1798	213	1291	114	1427	269
1799	47	217	86	392	246
1799	55	343	511	456	661
1799	292	670	596	859	734
1800	7	30	450	251	589
1800	46	823	450	990	605
1800	47	824	449	999	609
1800	48	823	450	990	603
1801	7	620	201	841	340
1801	9	615	200	850	350
1801	46	664	292	831	447
1801	48	664	292	831	445
1801	66	637	455	731	564
1801	174	584	408	867	568
1801	198	90	305	375	434
1801	211	258	519	376	653
1801	213	256	521	392	676
1802	96	283	161	379	296
1802	211	361	162	479	296
1802	213	310	268	446	423
1803	163	691	524	947	651
1803	164	693	524	959	646
1803	165	693	524	956	643
1803	196	416	205	708	328
1803	198	611	246	896	375
1803	292	634	260	823	398
1804	7	675	619	896	758
1804	87	576	59	709	172
1804	143	37	42	168	179
1804	174	790	615	1073	775
1804	196	172	609	464	732
1804	211	682	610	800	744
1804	212	734	619	867	768
1804	213	681	610	817	765
1805	55	640	409	753	559
1805	56	780	588	895	742
1805	57	640	409	752	559
1805	211	853	320	971	454
1805	212	733	191	866	340
1805	213	734	190	870	345
1806	7	703	71	924	210
1807	165	761	33	1024	152
1808	7	810	718	1031	857
1808	64	549	262	645	374
1808	115	523	76	709	181
1808	138	871	151	981	266
1808	142	525	71	648	202
1808	163	523	76	779	203
1808	164	523	76	789	198
1808	165	477	64	740	183
1808	193	154	435	285	577
1808	194	43	146	185	298
1808	292	523	76	712	214
1810	7	777	16	998	155
1810	9	770	19	1005	169
1810	115	76	527	262	632
1810	117	103	513	294	619
1810	163	88	529	344	656
1810	164	75	526	341	648
1810	165	98	524	361	643
1810	282	5334	6612	5451	6729
1810	292	97	524	286	662
1812	48	649	36	816	189
1812	57	655	571	767	721
1812	174	817	569	1100	729
1812	292	270	557	459	695
1813	7	819	464	1040	603
1813	8	819	463	1049	613
1813	115	455	263	641	368
1813	163	191	180	447	307
1813	164	619	315	885	437
1813	165	847	655	1110	774
1813	174	551	205	834	365
1813	291	499	272	679	400
1813	292	174	167	363	305
1814	46	537	458	704	613
1814	163	551	453	807	580
1814	165	1499	1365	1762	1484
1814	196	671	118	963	241
1814	211	61	408	179	542
1815	7	117	215	338	354
1815	9	477	254	712	404
1815	11	257	359	380	525
1815	46	460	265	627	420
1815	48	619	289	786	442
1815	143	438	224	569	361
1815	163	56	256	312	383
1815	174	101	257	384	417
1815	196	68	262	360	385
1815	292	54	257	243	395
1816	47	389	443	564	603
1816	57	152	322	264	472
1816	211	749	264	867	398
1816	292	282	612	471	750
1817	7	845	411	1066	550
1817	9	30	593	265	743
1817	11	432	398	555	564
1817	12	480	405	604	576
1817	46	432	398	599	553
1817	47	432	398	607	558
1817	48	432	398	599	551
1817	58	302	402	460	580
1817	59	118	197	282	378
1817	62	48	592	212	742
1817	64	432	398	528	510
1817	77	413	393	530	538
1817	86	432	398	563	498
1817	87	427	401	560	514
1817	109	420	392	591	492
1817	110	420	392	594	493
1817	119	435	402	566	548
1817	143	18	597	149	734
1817	162	426	401	509	581
1817	163	428	397	684	524
1817	164	493	412	759	534
1817	165	432	398	695	517
1817	172	432	398	688	540
1817	174	389	398	672	558
1817	196	432	398	724	521
1817	212	782	271	915	420
1817	213	36	590	172	745
1817	243	37	589	158	754
1817	292	431	398	620	536
1818	11	473	326	596	492
1818	46	818	367	985	522
1819	163	500	204	756	331
1820	7	749	373	970	512
1820	8	751	371	981	521
1820	9	736	363	971	513
1820	48	749	373	916	526
1820	163	471	501	727	628
1820	164	1887	456	2153	578
1820	165	577	529	840	648
1820	193	8547	4578	8678	4720
1820	211	411	78	529	212
1820	292	573	538	762	676
1821	7	321	390	542	529
1821	9	284	876	519	1026
1821	46	493	138	660	293
1821	64	722	341	818	453
1821	66	76	450	170	559
1821	143	248	28	379	165
1821	163	302	543	558	670
1821	164	492	139	758	261
1821	165	224	623	487	742
1821	211	778	151	896	285
1821	213	790	360	926	515
1821	292	298	545	487	683
1823	56	882	148	997	302
1823	57	1025	612	1137	762
1823	165	3820	3888	4083	4007
1823	198	442	531	727	660
1823	211	120	386	238	520
1823	212	119	386	252	535
1823	271	705	630	854	777
1825	292	375	422	564	560
1826	11	828	288	951	454
1828	212	733	365	866	514
1829	7	561	256	782	395
1829	9	725	293	960	443
1829	48	642	81	809	234
1829	211	822	99	940	233
1830	213	153	746	289	901
1831	48	590	220	757	373
1831	162	328	636	411	816
1831	163	733	541	989	668
1831	164	733	541	999	663
1831	165	740	288	1003	407
1833	9	201	490	436	640
1833	196	845	496	1137	619
1833	198	3047	1024	3332	1153
1834	211	727	98	845	232
1834	212	727	98	860	247
1834	213	713	142	849	297
